75
25
18
22
210
25
78
35
15
40
30
15
40
26
90
8
16
55
65
150
55
10
16
25
35
175
70
45
50
25
42
45
26
71
10
50
4
38
35
62
24
85
25
40
12
70
60
38
30
4
74
35
45
22
60
25
62
56
51
12
62
35
55
10
4
45
73
60
25
6
62
30
42
43
8
76
30
74
40
25
80
42
25
9
55
56
100
62
15
42
5
78
30
20
90
18
9
8
35
42
